"Election Name","County Name","Office Name","District Name","Party Name","Candidate Name","Votes","Yes Votes","No Votes","Election Day Votes","ElectionDay Yes Votes","Election Day No Votes","Mail Votes","Mail Yes Votes","Mail No Votes","Provisional Votes","Provisional Yes Votes","Provisional No Votes"
"2018 General Election","FULTON","Governor","Statewide","Republican","WAGNER, SCOTT R","4,202","0","0","","","","","","","","",""
"2018 General Election","FULTON","Governor","Statewide","Green","GLOVER, PAUL","18","0","0","","","","","","","","",""
"2018 General Election","FULTON","Governor","Statewide","Libertarian","KRAWCHUK, KENNETH V","39","0","0","","","","","","","","",""
"2018 General Election","GREENE","United States Senator","Statewide","Democratic","CASEY, ROBERT P JR","5,819","0","0","","","","","","","","",""
"2018 General Election","GREENE","United States Senator","Statewide","Republican","BARLETTA, LOUIS J.","6,422","0","0","","","","","","","","",""
"2018 General Election","GREENE","United States Senator","Statewide","Green","GALE, NEAL TAYLOR","72","0","0","","","","","","","","",""
"2018 General Election","GREENE","United States Senator","Statewide","Libertarian","KERNS, DALE R JR","115","0","0","","","","","","","","",""
"2018 General Election","GREENE","Governor","Statewide","Democratic","WOLF, THOMAS W","5,844","0","0","","","","","","","","",""
"2018 General Election","GREENE","Governor","Statewide","Republican","WAGNER, SCOTT R","6,381","0","0","","","","","","","","",""
"2018 General Election","GREENE","Governor","Statewide","Green","GLOVER, PAUL","108","0","0","","","","","","","","",""
"2018 General Election","GREENE","Governor","Statewide","Libertarian","KRAWCHUK, KENNETH V","115","0","0","","","","","","","","",""
"2018 General Election","HUNTINGDON","United States Senator","Statewide","Democratic","CASEY, ROBERT P JR","5,126","0","0","","","","","","","","",""
"2018 General Election","HUNTINGDON","United States Senator","Statewide","Republican","BARLETTA, LOUIS J.","10,491","0","0","","","","","","","","",""
"2018 General Election","HUNTINGDON","United States Senator","Statewide","Green","GALE, NEAL TAYLOR","108","0","0","","","","","","","","",""
"2018 General Election","HUNTINGDON","United States Senator","Statewide","Libertarian","KERNS, DALE R JR","186","0","0","","","","","","","","",""
"2018 General Election","HUNTINGDON","Governor","Statewide","Democratic","WOLF, THOMAS W","5,037","0","0","","","","","","","","",""
"2018 General Election","HUNTINGDON","Governor","Statewide","Republican","WAGNER, SCOTT R","10,586","0","0","","","","","","","","",""
"2018 General Election","HUNTINGDON","Governor","Statewide","Green","GLOVER, PAUL","101","0","0","","","","","","","","",""
"2018 General Election","HUNTINGDON","Governor","Statewide","Libertarian","KRAWCHUK, KENNETH V","177","0","0","","","","","","","","",""
"2018 General Election","INDIANA","United States Senator","Statewide","Democratic","CASEY, ROBERT P JR","12,702","0","0","","","","","","","","",""
"2018 General Election","INDIANA","United States Senator","Statewide","Republican","BARLETTA, LOUIS J.","16,314","0","0","","","","","","","","",""
"2018 General Election","INDIANA","United States Senator","Statewide","Green","GALE, NEAL TAYLOR","189","0","0","","","","","","","","",""
"2018 General Election","INDIANA","United States Senator","Statewide","Libertarian","KERNS, DALE R JR","338","0","0","","","","","","","","",""
"2018 General Election","INDIANA","Governor","Statewide","Democratic","WOLF, THOMAS W","12,715","0","0","","","","","","","","",""
"2018 General Election","INDIANA","Governor","Statewide","Republican","WAGNER, SCOTT R","16,179","0","0","","","","","","","","",""
"2018 General Election","INDIANA","Governor","Statewide","Green","GLOVER, PAUL","213","0","0","","","","","","","","",""
"2018 General Election","INDIANA","Governor","Statewide","Libertarian","KRAWCHUK, KENNETH V","289","0","0","","","","","","","","",""
"2018 General Election","JEFFERSON","United States Senator","Statewide","Democratic","CASEY, ROBERT P JR","4,437","0","0","","","","","","","","",""
"2018 General Election","JEFFERSON","United States Senator","Statewide","Republican","BARLETTA, LOUIS J.","10,872","0","0","","","","","","","","",""
"2018 General Election","JEFFERSON","United States Senator","Statewide","Green","GALE, NEAL TAYLOR","100","0","0","","","","","","","","",""
"2018 General Election","JEFFERSON","United States Senator","Statewide","Libertarian","KERNS, DALE R JR","167","0","0","","","","","","","","",""
"2018 General Election","JEFFERSON","Governor","Statewide","Democratic","WOLF, THOMAS W","4,277","0","0","","","","","","","","",""
"2018 General Election","JEFFERSON","Governor","Statewide","Republican","WAGNER, SCOTT R","11,036","0","0","","","","","","","","",""
"2018 General Election","JEFFERSON","Governor","Statewide","Green","GLOVER, PAUL","88","0","0","","","","","","","","",""
"2018 General Election","JEFFERSON","Governor","Statewide","Libertarian","KRAWCHUK, KENNETH V","173","0","0","","","","","","","","",""
"2018 General Election","JUNIATA","United States Senator","Statewide","Democratic","CASEY, ROBERT P JR","2,412","0","0","","","","","","","","",""
"2018 General Election","JUNIATA","United States Senator","Statewide","Republican","BARLETTA, LOUIS J.","5,853","0","0","","","","","","","","",""
"2018 General Election","JUNIATA","United States Senator","Statewide","Green","GALE, NEAL TAYLOR","87","0","0","","","","","","","","",""
"2018 General Election","JUNIATA","United States Senator","Statewide","Libertarian","KERNS, DALE R JR","116","0","0","","","","","","","","",""
"2018 General Election","JUNIATA","Governor","Statewide","Democratic","WOLF, THOMAS W","2,550","0","0","","","","","","","","",""
"2018 General Election","JUNIATA","Governor","Statewide","Republican","WAGNER, SCOTT R","5,780","0","0","","","","","","","","",""
"2018 General Election","JUNIATA","Governor","Statewide","Green","GLOVER, PAUL","62","0","0","","","","","","","","",""
"2018 General Election","JUNIATA","Governor","Statewide","Libertarian","KRAWCHUK, KENNETH V","101","0","0","","","","","","","","",""
"2018 General Election","LACKAWANNA","United States Senator","Statewide","Democratic","CASEY, ROBERT P JR","51,444","0","0","","","","","","","","",""
"2018 General Election","LACKAWANNA","United States Senator","Statewide","Republican","BARLETTA, LOUIS J.","31,922","0","0","","","","","","","","",""
"2018 General Election","LACKAWANNA","United States Senator","Statewide","Green","GALE, NEAL TAYLOR","402","0","0","","","","","","","","",""
"2018 General Election","LACKAWANNA","United States Senator","Statewide","Libertarian","KERNS, DALE R JR","488","0","0","","","","","","","","",""
"2018 General Election","LACKAWANNA","Governor","Statewide","Democratic","WOLF, THOMAS W","54,237","0","0","","","","","","","","",""
"2018 General Election","LACKAWANNA","Governor","Statewide","Republican","WAGNER, SCOTT R","28,616","0","0","","","","","","","","",""
"2018 General Election","LACKAWANNA","Governor","Statewide","Green","GLOVER, PAUL","436","0","0","","","","","","","","",""
"2018 General Election","LACKAWANNA","Governor","Statewide","Libertarian","KRAWCHUK, KENNETH V","624","0","0","","","","","","","","",""
"2018 General Election","LANCASTER","United States Senator","Statewide","Democratic","CASEY, ROBERT P JR","90,521","0","0","","","","","","","","",""
"2018 General Election","LANCASTER","United States Senator","Statewide","Republican","BARLETTA, LOUIS J.","107,454","0","0","","","","","","","","",""
"2018 General Election","LANCASTER","United States Senator","Statewide","Green","GALE, NEAL TAYLOR","1,406","0","0","","","","","","","","",""
"2018 General Election","LANCASTER","United States Senator","Statewide","Libertarian","KERNS, DALE R JR","2,983","0","0","","","","","","","","",""
"2018 General Election","LANCASTER","Governor","Statewide","Democratic","WOLF, THOMAS W","96,040","0","0","","","","","","","","",""
"2018 General Election","LANCASTER","Governor","Statewide","Republican","WAGNER, SCOTT R","102,229","0","0","","","","","","","","",""
"2018 General Election","LANCASTER","Governor","Statewide","Green","GLOVER, PAUL","1,118","0","0","","","","","","","","",""
"2018 General Election","LANCASTER","Governor","Statewide","Libertarian","KRAWCHUK, KENNETH V","2,837","0","0","","","","","","","","",""
"2018 General Election","LAWRENCE","United States Senator","Statewide","Democratic","CASEY, ROBERT P JR","14,324","0","0","","","","","","","","",""
"2018 General Election","LAWRENCE","United States Senator","Statewide","Republican","BARLETTA, LOUIS J.","17,375","0","0","","","","","","","","",""
"2018 General Election","LAWRENCE","United States Senator","Statewide","Green","GALE, NEAL TAYLOR","150","0","0","","","","","","","","",""
"2018 General Election","LAWRENCE","United States Senator","Statewide","Libertarian","KERNS, DALE R JR","298","0","0","","","","","","","","",""
"2018 General Election","LAWRENCE","Governor","Statewide","Democratic","WOLF, THOMAS W","15,035","0","0","","","","","","","","",""
"2018 General Election","LAWRENCE","Governor","Statewide","Republican","WAGNER, SCOTT R","16,714","0","0","","","","","","","","",""
"2018 General Election","LAWRENCE","Governor","Statewide","Green","GLOVER, PAUL","201","0","0","","","","","","","","",""
"2018 General Election","LAWRENCE","Governor","Statewide","Libertarian","KRAWCHUK, KENNETH V","291","0","0","","","","","","","","",""
"2018 General Election","LEBANON","United States Senator","Statewide","Democratic","CASEY, ROBERT P JR","18,368","0","0","","","","","","","","",""
"2018 General Election","LEBANON","United States Senator","Statewide","Republican","BARLETTA, LOUIS J.","29,836","0","0","","","","","","","","",""
"2018 General Election","LEBANON","United States Senator","Statewide","Green","GALE, NEAL TAYLOR","343","0","0","","","","","","","","",""
"2018 General Election","LEBANON","United States Senator","Statewide","Libertarian","KERNS, DALE R JR","602","0","0","","","","","","","","",""
"2018 General Election","LEBANON","Governor","Statewide","Democratic","WOLF, THOMAS W","20,159","0","0","","","","","","","","",""
"2018 General Election","LEBANON","Governor","Statewide","Republican","WAGNER, SCOTT R","28,096","0","0","","","","","","","","",""
"2018 General Election","LEBANON","Governor","Statewide","Green","GLOVER, PAUL","255","0","0","","","","","","","","",""
"2018 General Election","LEBANON","Governor","Statewide","Libertarian","KRAWCHUK, KENNETH V","598","0","0","","","","","","","","",""
"2018 General Election","LEHIGH","United States Senator","Statewide","Democratic","CASEY, ROBERT P JR","73,632","0","0","","","","","","","","",""
"2018 General Election","LEHIGH","United States Senator","Statewide","Republican","BARLETTA, LOUIS J.","52,576","0","0","","","","","","","","",""
"2018 General Election","LEHIGH","United States Senator","Statewide","Green","GALE, NEAL TAYLOR","818","0","0","","","","","","","","",""
"2018 General Election","LEHIGH","United States Senator","Statewide","Libertarian","KERNS, DALE R JR","1,412","0","0","","","","","","","","",""
"2018 General Election","LEHIGH","Governor","Statewide","Democratic","WOLF, THOMAS W","77,248","0","0","","","","","","","","",""
"2018 General Election","LEHIGH","Governor","Statewide","Republican","WAGNER, SCOTT R","49,071","0","0","","","","","","","","",""
"2018 General Election","LEHIGH","Governor","Statewide","Green","GLOVER, PAUL","802","0","0","","","","","","","","",""
"2018 General Election","LEHIGH","Governor","Statewide","Libertarian","KRAWCHUK, KENNETH V","1,485","0","0","","","","","","","","",""
"2018 General Election","LUZERNE","United States Senator","Statewide","Democratic","CASEY, ROBERT P JR","49,200","0","0","","","","","","","","",""
"2018 General Election","LUZERNE","United States Senator","Statewide","Republican","BARLETTA, LOUIS J.","58,040","0","0","","","","","","","","",""
"2018 General Election","LUZERNE","United States Senator","Statewide","Green","GALE, NEAL TAYLOR","497","0","0","","","","","","","","",""
"2018 General Election","LUZERNE","United States Senator","Statewide","Libertarian","KERNS, DALE R JR","559","0","0","","","","","","","","",""
"2018 General Election","LUZERNE","Governor","Statewide","Democratic","WOLF, THOMAS W","55,734","0","0","","","","","","","","",""
"2018 General Election","LUZERNE","Governor","Statewide","Republican","WAGNER, SCOTT R","50,701","0","0","","","","","","","","",""
"2018 General Election","LUZERNE","Governor","Statewide","Green","GLOVER, PAUL","562","0","0","","","","","","","","",""
"2018 General Election","LUZERNE","Governor","Statewide","Libertarian","KRAWCHUK, KENNETH V","826","0","0","","","","","","","","",""
"2018 General Election","LYCOMING","United States Senator","Statewide","Democratic","CASEY, ROBERT P JR","13,893","0","0","","","","","","","","",""
"2018 General Election","LYCOMING","United States Senator","Statewide","Republican","BARLETTA, LOUIS J.","26,488","0","0","","","","","","","","",""
"2018 General Election","LYCOMING","United States Senator","Statewide","Green","GALE, NEAL TAYLOR","252","0","0","","","","","","","","",""
"2018 General Election","LYCOMING","United States Senator","Statewide","Libertarian","KERNS, DALE R JR","447","0","0","","","","","","","","",""
"2018 General Election","LYCOMING","Governor","Statewide","Democratic","WOLF, THOMAS W","14,727","0","0","","","","","","","","",""
"2018 General Election","LYCOMING","Governor","Statewide","Republican","WAGNER, SCOTT R","25,570","0","0","","","","","","","","",""
"2018 General Election","LYCOMING","Governor","Statewide","Green","GLOVER, PAUL","275","0","0","","","","","","","","",""
"2018 General Election","LYCOMING","Governor","Statewide","Libertarian","KRAWCHUK, KENNETH V","453","0","0","","","","","","","","",""
"2018 General Election","McKEAN","United States Senator","Statewide","Democratic","CASEY, ROBERT P JR","3,972","0","0","","","","","","","","",""
"2018 General Election","McKEAN","United States Senator","Statewide","Republican","BARLETTA, LOUIS J.","8,285","0","0","","","","","","","","",""
"2018 General Election","McKEAN","United States Senator","Statewide","Green","GALE, NEAL TAYLOR","64","0","0","","","","","","","","",""
"2018 General Election","McKEAN","United States Senator","Statewide","Libertarian","KERNS, DALE R JR","133","0","0","","","","","","","","",""
"2018 General Election","McKEAN","Governor","Statewide","Democratic","WOLF, THOMAS W","3,899","0","0","","","","","","","","",""
"2018 General Election","McKEAN","Governor","Statewide","Republican","WAGNER, SCOTT R","8,512","0","0","","","","","","","","",""
"2018 General Election","McKEAN","Governor","Statewide","Green","GLOVER, PAUL","78","0","0","","","","","","","","",""
"2018 General Election","McKEAN","Governor","Statewide","Libertarian","KRAWCHUK, KENNETH V","104","0","0","","","","","","","","",""
"2018 General Election","MERCER","United States Senator","Statewide","Democratic","CASEY, ROBERT P JR","18,136","0","0","","","","","","","","",""
"2018 General Election","MERCER","United States Senator","Statewide","Republican","BARLETTA, LOUIS J.","22,290","0","0","","","","","","","","",""
"2018 General Election","MERCER","United States Senator","Statewide","Green","GALE, NEAL TAYLOR","232","0","0","","","","","","","","",""
"2018 General Election","MERCER","United States Senator","Statewide","Libertarian","KERNS, DALE R JR","439","0","0","","","","","","","","",""
"2018 General Election","MERCER","Governor","Statewide","Democratic","WOLF, THOMAS W","18,200","0","0","","","","","","","","",""
"2018 General Election","MERCER","Governor","Statewide","Republican","WAGNER, SCOTT R","22,211","0","0","","","","","","","","",""
"2018 General Election","MERCER","Governor","Statewide","Green","GLOVER, PAUL","276","0","0","","","","","","","","",""
"2018 General Election","MERCER","Governor","Statewide","Libertarian","KRAWCHUK, KENNETH V","413","0","0","","","","","","","","",""
"2018 General Election","MIFFLIN","United States Senator","Statewide","Democratic","CASEY, ROBERT P JR","3,934","0","0","","","","","","","","",""
"2018 General Election","MIFFLIN","United States Senator","Statewide","Republican","BARLETTA, LOUIS J.","9,564","0","0","","","","","","","","",""
"2018 General Election","MIFFLIN","United States Senator","Statewide","Green","GALE, NEAL TAYLOR","81","0","0","","","","","","","","",""
"2018 General Election","MIFFLIN","United States Senator","Statewide","Libertarian","KERNS, DALE R JR","173","0","0","","","","","","","","",""
"2018 General Election","MIFFLIN","Governor","Statewide","Democratic","WOLF, THOMAS W","4,127","0","0","","","","","","","","",""
"2018 General Election","MIFFLIN","Governor","Statewide","Republican","WAGNER, SCOTT R","9,408","0","0","","","","","","","","",""
"2018 General Election","MIFFLIN","Governor","Statewide","Green","GLOVER, PAUL","80","0","0","","","","","","","","",""
"2018 General Election","MIFFLIN","Governor","Statewide","Libertarian","KRAWCHUK, KENNETH V","130","0","0","","","","","","","","",""
"2018 General Election","MONROE","United States Senator","Statewide","Democratic","CASEY, ROBERT P JR","30,626","0","0","","","","","","","","",""
"2018 General Election","MONROE","United States Senator","Statewide","Republican","BARLETTA, LOUIS J.","23,968","0","0","","","","","","","","",""
"2018 General Election","MONROE","United States Senator","Statewide","Green","GALE, NEAL TAYLOR","360","0","0","","","","","","","","",""
"2018 General Election","MONROE","United States Senator","Statewide","Libertarian","KERNS, DALE R JR","458","0","0","","","","","","","","",""
"2018 General Election","MONROE","Governor","Statewide","Democratic","WOLF, THOMAS W","32,064","0","0","","","","","","","","",""
"2018 General Election","MONROE","Governor","Statewide","Republican","WAGNER, SCOTT R","22,530","0","0","","","","","","","","",""
"2018 General Election","MONROE","Governor","Statewide","Green","GLOVER, PAUL","362","0","0","","","","","","","","",""
"2018 General Election","MONROE","Governor","Statewide","Libertarian","KRAWCHUK, KENNETH V","481","0","0","","","","","","","","",""
"2018 General Election","MONTGOMERY","United States Senator","Statewide","Democratic","CASEY, ROBERT P JR","248,454","0","0","","","","","","","","",""
"2018 General Election","MONTGOMERY","United States Senator","Statewide","Republican","BARLETTA, LOUIS J.","126,666","0","0","","","","","","","","",""
"2018 General Election","MONTGOMERY","United States Senator","Statewide","Green","GALE, NEAL TAYLOR","2,304","0","0","","","","","","","","",""
"2018 General Election","MONTGOMERY","United States Senator","Statewide","Libertarian","KERNS, DALE R JR","3,441","0","0","","","","","","","","",""
"2018 General Election","MONTGOMERY","Governor","Statewide","Democratic","WOLF, THOMAS W","256,252","0","0","","","","","","","","",""
"2018 General Election","MONTGOMERY","Governor","Statewide","Republican","WAGNER, SCOTT R","120,206","0","0","","","","","","","","",""
"2018 General Election","MONTGOMERY","Governor","Statewide","Green","GLOVER, PAUL","1,728","0","0","","","","","","","","",""
"2018 General Election","MONTGOMERY","Governor","Statewide","Libertarian","KRAWCHUK, KENNETH V","3,260","0","0","","","","","","","","",""
"2018 General Election","MONTOUR","United States Senator","Statewide","Democratic","CASEY, ROBERT P JR","2,966","0","0","","","","","","","","",""
"2018 General Election","MONTOUR","United States Senator","Statewide","Republican","BARLETTA, LOUIS J.","3,943","0","0","","","","","","","","",""
"2018 General Election","MONTOUR","United States Senator","Statewide","Green","GALE, NEAL TAYLOR","52","0","0","","","","","","","","",""
"2018 General Election","MONTOUR","United States Senator","Statewide","Libertarian","KERNS, DALE R JR","73","0","0","","","","","","","","",""
"2018 General Election","MONTOUR","Governor","Statewide","Democratic","WOLF, THOMAS W","3,228","0","0","","","","","","","","",""
"2018 General Election","MONTOUR","Governor","Statewide","Republican","WAGNER, SCOTT R","3,642","0","0","","","","","","","","",""
"2018 General Election","MONTOUR","Governor","Statewide","Green","GLOVER, PAUL","48","0","0","","","","","","","","",""
"2018 General Election","MONTOUR","Governor","Statewide","Libertarian","KRAWCHUK, KENNETH V","97","0","0","","","","","","","","",""
"2018 General Election","NORTHAMPTON","United States Senator","Statewide","Democratic","CASEY, ROBERT P JR","62,275","0","0","","","","","","","","",""
"2018 General Election","NORTHAMPTON","United States Senator","Statewide","Republican","BARLETTA, LOUIS J.","50,385","0","0","","","","","","","","",""
"2018 General Election","NORTHAMPTON","United States Senator","Statewide","Green","GALE, NEAL TAYLOR","714","0","0","","","","","","","","",""
"2018 General Election","NORTHAMPTON","United States Senator","Statewide","Libertarian","KERNS, DALE R JR","1,242","0","0","","","","","","","","",""
"2018 General Election","NORTHAMPTON","Governor","Statewide","Democratic","WOLF, THOMAS W","65,749","0","0","","","","","","","","",""
"2018 General Election","NORTHAMPTON","Governor","Statewide","Republican","WAGNER, SCOTT R","47,527","0","0","","","","","","","","",""
"2018 General Election","NORTHAMPTON","Governor","Statewide","Green","GLOVER, PAUL","635","0","0","","","","","","","","",""
"2018 General Election","NORTHAMPTON","Governor","Statewide","Libertarian","KRAWCHUK, KENNETH V","1,211","0","0","","","","","","","","",""
"2018 General Election","NORTHUMBERLAND","United States Senator","Statewide","Democratic","CASEY, ROBERT P JR","10,524","0","0","","","","","","","","",""
"2018 General Election","NORTHUMBERLAND","United States Senator","Statewide","Republican","BARLETTA, LOUIS J.","17,926","0","0","","","","","","","","",""
"2018 General Election","NORTHUMBERLAND","United States Senator","Statewide","Green","GALE, NEAL TAYLOR","144","0","0","","","","","","","","",""
"2018 General Election","NORTHUMBERLAND","United States Senator","Statewide","Libertarian","KERNS, DALE R JR","281","0","0","","","","","","","","",""
"2018 General Election","NORTHUMBERLAND","Governor","Statewide","Democratic","WOLF, THOMAS W","12,135","0","0","","","","","","","","",""
"2018 General Election","NORTHUMBERLAND","Governor","Statewide","Republican","WAGNER, SCOTT R","16,122","0","0","","","","","","","","",""
"2018 General Election","NORTHUMBERLAND","Governor","Statewide","Green","GLOVER, PAUL","204","0","0","","","","","","","","",""
"2018 General Election","NORTHUMBERLAND","Governor","Statewide","Libertarian","KRAWCHUK, KENNETH V","360","0","0","","","","","","","","",""
"2018 General Election","PERRY","United States Senator","Statewide","Democratic","CASEY, ROBERT P JR","5,186","0","0","","","","","","","","",""
"2018 General Election","PERRY","United States Senator","Statewide","Republican","BARLETTA, LOUIS J.","11,607","0","0","","","","","","","","",""
"2018 General Election","PERRY","United States Senator","Statewide","Green","GALE, NEAL TAYLOR","136","0","0","","","","","","","","",""
"2018 General Election","PERRY","United States Senator","Statewide","Libertarian","KERNS, DALE R JR","249","0","0","","","","","","","","",""
"2018 General Election","PERRY","Governor","Statewide","Democratic","WOLF, THOMAS W","5,905","0","0","","","","","","","","",""
"2018 General Election","PERRY","Governor","Statewide","Republican","WAGNER, SCOTT R","10,915","0","0","","","","","","","","",""
"2018 General Election","PERRY","Governor","Statewide","Green","GLOVER, PAUL","114","0","0","","","","","","","","",""
"2018 General Election","PERRY","Governor","Statewide","Libertarian","KRAWCHUK, KENNETH V","262","0","0","","","","","","","","",""
"2018 General Election","PHILADELPHIA","United States Senator","Statewide","Democratic","CASEY, ROBERT P JR","481,467","0","0","","","","","","","","",""
"2018 General Election","PHILADELPHIA","United States Senator","Statewide","Republican","BARLETTA, LOUIS J.","66,653","0","0","","","","","","","","",""
"2018 General Election","PHILADELPHIA","United States Senator","Statewide","Green","GALE, NEAL TAYLOR","3,582","0","0","","","","","","","","",""
"2018 General Election","PHILADELPHIA","United States Senator","Statewide","Libertarian","KERNS, DALE R JR","2,805","0","0","","","","","","","","",""
"2018 General Election","PHILADELPHIA","Governor","Statewide","Democratic","WOLF, THOMAS W","484,124","0","0","","","","","","","","",""
"2018 General Election","PHILADELPHIA","Governor","Statewide","Republican","WAGNER, SCOTT R","64,514","0","0","","","","","","","","",""
"2018 General Election","PHILADELPHIA","Governor","Statewide","Green","GLOVER, PAUL","2,944","0","0","","","","","","","","",""
"2018 General Election","PHILADELPHIA","Governor","Statewide","Libertarian","KRAWCHUK, KENNETH V","2,593","0","0","","","","","","","","",""
"2018 General Election","PIKE","United States Senator","Statewide","Democratic","CASEY, ROBERT P JR","8,696","0","0","","","","","","","","",""
"2018 General Election","PIKE","United States Senator","Statewide","Republican","BARLETTA, LOUIS J.","11,772","0","0","","","","","","","","",""
"2018 General Election","PIKE","United States Senator","Statewide","Green","GALE, NEAL TAYLOR","151","0","0","","","","","","","","",""
"2018 General Election","PIKE","United States Senator","Statewide","Libertarian","KERNS, DALE R JR","175","0","0","","","","","","","","",""
"2018 General Election","PIKE","Governor","Statewide","Democratic","WOLF, THOMAS W","9,074","0","0","","","","","","","","",""
"2018 General Election","PIKE","Governor","Statewide","Republican","WAGNER, SCOTT R","11,408","0","0","","","","","","","","",""
"2018 General Election","PIKE","Governor","Statewide","Green","GLOVER, PAUL","134","0","0","","","","","","","","",""
"2018 General Election","PIKE","Governor","Statewide","Libertarian","KRAWCHUK, KENNETH V","184","0","0","","","","","","","","",""
"2018 General Election","POTTER","United States Senator","Statewide","Democratic","CASEY, ROBERT P JR","1,537","0","0","","","","","","","","",""
"2018 General Election","POTTER","United States Senator","Statewide","Republican","BARLETTA, LOUIS J.","4,564","0","0","","","","","","","","",""
"2018 General Election","POTTER","United States Senator","Statewide","Green","GALE, NEAL TAYLOR","38","0","0","","","","","","","","",""
"2018 General Election","POTTER","United States Senator","Statewide","Libertarian","KERNS, DALE R JR","63","0","0","","","","","","","","",""
"2018 General Election","POTTER","Governor","Statewide","Democratic","WOLF, THOMAS W","1,452","0","0","","","","","","","","",""
"2018 General Election","POTTER","Governor","Statewide","Republican","WAGNER, SCOTT R","4,687","0","0","","","","","","","","",""
"2018 General Election","POTTER","Governor","Statewide","Green","GLOVER, PAUL","42","0","0","","","","","","","","",""
"2018 General Election","POTTER","Governor","Statewide","Libertarian","KRAWCHUK, KENNETH V","67","0","0","","","","","","","","",""
"2018 General Election","SCHUYLKILL","United States Senator","Statewide","Democratic","CASEY, ROBERT P JR","17,691","0","0","","","","","","","","",""
"2018 General Election","SCHUYLKILL","United States Senator","Statewide","Republican","BARLETTA, LOUIS J.","30,452","0","0","","","","","","","","",""
"2018 General Election","SCHUYLKILL","United States Senator","Statewide","Green","GALE, NEAL TAYLOR","278","0","0","","","","","","","","",""
"2018 General Election","SCHUYLKILL","United States Senator","Statewide","Libertarian","KERNS, DALE R JR","421","0","0","","","","","","","","",""
"2018 General Election","SCHUYLKILL","Governor","Statewide","Democratic","WOLF, THOMAS W","21,179","0","0","","","","","","","","",""
"2018 General Election","SCHUYLKILL","Governor","Statewide","Republican","WAGNER, SCOTT R","26,640","0","0","","","","","","","","",""
"2018 General Election","SCHUYLKILL","Governor","Statewide","Green","GLOVER, PAUL","329","0","0","","","","","","","","",""
"2018 General Election","SCHUYLKILL","Governor","Statewide","Libertarian","KRAWCHUK, KENNETH V","570","0","0","","","","","","","","",""
"2018 General Election","SNYDER","United States Senator","Statewide","Democratic","CASEY, ROBERT P JR","4,322","0","0","","","","","","","","",""
"2018 General Election","SNYDER","United States Senator","Statewide","Republican","BARLETTA, LOUIS J.","8,826","0","0","","","","","","","","",""
"2018 General Election","SNYDER","United States Senator","Statewide","Green","GALE, NEAL TAYLOR","87","0","0","","","","","","","","",""
"2018 General Election","SNYDER","United States Senator","Statewide","Libertarian","KERNS, DALE R JR","158","0","0","","","","","","","","",""
"2018 General Election","SNYDER","Governor","Statewide","Democratic","WOLF, THOMAS W","4,833","0","0","","","","","","","","",""
"2018 General Election","SNYDER","Governor","Statewide","Republican","WAGNER, SCOTT R","8,283","0","0","","","","","","","","",""
"2018 General Election","SNYDER","Governor","Statewide","Green","GLOVER, PAUL","67","0","0","","","","","","","","",""
"2018 General Election","SNYDER","Governor","Statewide","Libertarian","KRAWCHUK, KENNETH V","149","0","0","","","","","","","","",""
"2018 General Election","SOMERSET","United States Senator","Statewide","Democratic","CASEY, ROBERT P JR","9,322","0","0","","","","","","","","",""
"2018 General Election","SOMERSET","United States Senator","Statewide","Republican","BARLETTA, LOUIS J.","18,896","0","0","","","","","","","","",""
"2018 General Election","SOMERSET","United States Senator","Statewide","Green","GALE, NEAL TAYLOR","129","0","0","","","","","","","","",""
"2018 General Election","SOMERSET","United States Senator","Statewide","Libertarian","KERNS, DALE R JR","290","0","0","","","","","","","","",""
"2018 General Election","SOMERSET","Governor","Statewide","Democratic","WOLF, THOMAS W","9,138","0","0","","","","","","","","",""
"2018 General Election","SOMERSET","Governor","Statewide","Republican","WAGNER, SCOTT R","19,020","0","0","","","","","","","","",""
"2018 General Election","SOMERSET","Governor","Statewide","Green","GLOVER, PAUL","204","0","0","","","","","","","","",""
"2018 General Election","SOMERSET","Governor","Statewide","Libertarian","KRAWCHUK, KENNETH V","366","0","0","","","","","","","","",""
"2018 General Election","SULLIVAN","United States Senator","Statewide","Democratic","CASEY, ROBERT P JR","962","0","0","","","","","","","","",""
"2018 General Election","SULLIVAN","United States Senator","Statewide","Republican","BARLETTA, LOUIS J.","1,720","0","0","","","","","","","","",""
"2018 General Election","SULLIVAN","United States Senator","Statewide","Green","GALE, NEAL TAYLOR","11","0","0","","","","","","","","",""
"2018 General Election","SULLIVAN","United States Senator","Statewide","Libertarian","KERNS, DALE R JR","37","0","0","","","","","","","","",""
"2018 General Election","SULLIVAN","Governor","Statewide","Democratic","WOLF, THOMAS W","977","0","0","","","","","","","","",""
"2018 General Election","SULLIVAN","Governor","Statewide","Republican","WAGNER, SCOTT R","1,661","0","0","","","","","","","","",""
"2018 General Election","SULLIVAN","Governor","Statewide","Green","GLOVER, PAUL","11","0","0","","","","","","","","",""
"2018 General Election","SULLIVAN","Governor","Statewide","Libertarian","KRAWCHUK, KENNETH V","50","0","0","","","","","","","","",""
"2018 General Election","SUSQUEHANNA","United States Senator","Statewide","Democratic","CASEY, ROBERT P JR","5,521","0","0","","","","","","","","",""
"2018 General Election","SUSQUEHANNA","United States Senator","Statewide","Republican","BARLETTA, LOUIS J.","10,112","0","0","","","","","","","","",""
